tag,cve,packageName,comment,timeAdded
ATO-FrontEnd-POAM,PRISMA-2021-0182,org.eclipse.jetty_jetty-servlet,fixed in 9.4.44,
ATO-FrontEnd-POAM,CVE-2017-7561,org.jboss.resteasy_resteasy-jaxrs,fixed in 4.0.0.Beta1,
ATO-FrontEnd-POAM,PRISMA-2021-0055,commons-codec_commons-codec,fixed in 1.13,
ATO-FrontEnd-POAM,CVE-2021-3827,org.keycloak_keycloak-saml-core,fixed in 18.0.0,
ATO-FrontEnd-POAM,CVE-2020-1695,org.jboss.resteasy_resteasy-client,fixed in 3.12.0 4.6.0,
ATO-FrontEnd-POAM,CVE-2020-25633,org.jboss.resteasy_resteasy-client,fixed in 3.14.0.Final 4.5.7.Final,
ATO-FrontEnd-POAM,CVE-2021-21290,io.netty_netty,fixed in 4.1.59,
ATO-FrontEnd-POAM,CVE-2019-20445,io.netty_netty,fixed in 4.1.44,
ATO-FrontEnd-POAM,CVE-2021-21295,io.netty_netty,fixed in 4.1.60,
ATO-FrontEnd-POAM,CVE-2019-20444,io.netty_netty,fixed in 4.1.44,
ATO-FrontEnd-POAM,CVE-2021-21409,io.netty_netty,fixed in 4.1.61,
ATO-FrontEnd-POAM,CVE-2019-16869,io.netty_netty,fixed in 4.1.42.Final,
ATO-FrontEnd-POAM,CVE-2021-37137,io.netty_netty,fixed in 4.1.68,
ATO-FrontEnd-POAM,CVE-2021-37136,io.netty_netty,fixed in 4.1.68,
ATO-FrontEnd-POAM,CVE-2021-43797,io.netty_netty,fixed in 4.1.71,
ATO-FrontEnd-POAM,CVE-2022-24823,io.netty_netty,fixed in 4.1.77,
ATO-FrontEnd-POAM,CVE-2017-17485,com.fasterxml.jackson.core_jackson-databind,fixed in 2.9.4 2.8.11 2.7.9.2...,
ATO-FrontEnd-POAM,CVE-2018-11307,com.fasterxml.jackson.core_jackson-databind,fixed in 2.9.5 2.8.11.2 2.7.9.4...,
ATO-FrontEnd-POAM,CVE-2020-8840,com.fasterxml.jackson.core_jackson-databind,fixed in 2.9.10.3 2.8.11.5 2.7.9.7,
ATO-FrontEnd-POAM,CVE-2018-5968,com.fasterxml.jackson.core_jackson-databind,fixed in 2.9.4 2.8.11.1 2.7.9.2...,
ATO-FrontEnd-POAM,CVE-2018-12022,com.fasterxml.jackson.core_jackson-databind,fixed in 2.9.6 2.8.11.2 2.7.9.4,
ATO-FrontEnd-POAM,CVE-2018-12023,com.fasterxml.jackson.core_jackson-databind,fixed in 2.9.6 2.8.11.2 2.7.9.4,
ATO-FrontEnd-POAM,CVE-2020-9546,com.fasterxml.jackson.core_jackson-databind,fixed in 2.9.10.4,
ATO-FrontEnd-POAM,CVE-2020-9547,com.fasterxml.jackson.core_jackson-databind,fixed in 2.9.10.4,
ATO-FrontEnd-POAM,CVE-2020-9548,com.fasterxml.jackson.core_jackson-databind,fixed in 2.9.10.4,
ATO-FrontEnd-POAM,CVE-2020-36189,com.fasterxml.jackson.core_jackson-databind,fixed in 2.9.10.8,
ATO-FrontEnd-POAM,CVE-2020-36188,com.fasterxml.jackson.core_jackson-databind,fixed in 2.9.10.8,
ATO-FrontEnd-POAM,CVE-2020-36187,com.fasterxml.jackson.core_jackson-databind,fixed in 2.9.10.8,
ATO-FrontEnd-POAM,CVE-2020-36186,com.fasterxml.jackson.core_jackson-databind,fixed in 2.9.10.8,
ATO-FrontEnd-POAM,CVE-2020-36185,com.fasterxml.jackson.core_jackson-databind,fixed in 2.9.10.8,
ATO-FrontEnd-POAM,CVE-2020-36184,com.fasterxml.jackson.core_jackson-databind,fixed in 2.9.10.8,
ATO-FrontEnd-POAM,CVE-2020-36183,com.fasterxml.jackson.core_jackson-databind,fixed in 2.9.10.8,
ATO-FrontEnd-POAM,CVE-2020-36182,com.fasterxml.jackson.core_jackson-databind,fixed in 2.9.10.8,
ATO-FrontEnd-POAM,CVE-2020-36181,com.fasterxml.jackson.core_jackson-databind,fixed in 2.9.10.8,
ATO-FrontEnd-POAM,CVE-2020-36180,com.fasterxml.jackson.core_jackson-databind,fixed in 2.9.10.8,
ATO-FrontEnd-POAM,CVE-2020-36179,com.fasterxml.jackson.core_jackson-databind,fixed in 2.9.10.8,
ATO-FrontEnd-POAM,CVE-2020-35728,com.fasterxml.jackson.core_jackson-databind,fixed in 2.9.10.8,
ATO-FrontEnd-POAM,CVE-2020-35491,com.fasterxml.jackson.core_jackson-databind,fixed in 2.9.10.8,
ATO-FrontEnd-POAM,CVE-2020-35490,com.fasterxml.jackson.core_jackson-databind,fixed in 2.9.10.8,
ATO-FrontEnd-POAM,CVE-2019-12086,com.fasterxml.jackson.core_jackson-databind,fixed in 2.9.9,
ATO-FrontEnd-POAM,CVE-2021-20190,com.fasterxml.jackson.core_jackson-databind,fixed in 2.9.10.7,
ATO-FrontEnd-POAM,CVE-2019-12384,com.fasterxml.jackson.core_jackson-databind,fixed in 2.9.9.1,
ATO-FrontEnd-POAM,CVE-2020-10672,com.fasterxml.jackson.core_jackson-databind,fixed in 2.9.10.4,
ATO-FrontEnd-POAM,CVE-2020-10673,com.fasterxml.jackson.core_jackson-databind,fixed in 2.9.10.4,
ATO-FrontEnd-POAM,CVE-2019-12814,com.fasterxml.jackson.core_jackson-databind,fixed in 2.9.9.1,
ATO-FrontEnd-POAM,CVE-2020-14195,com.fasterxml.jackson.core_jackson-databind,fixed in 2.9.10.5,
ATO-FrontEnd-POAM,CVE-2020-14062,com.fasterxml.jackson.core_jackson-databind,fixed in 2.9.10.5,
ATO-FrontEnd-POAM,CVE-2020-14061,com.fasterxml.jackson.core_jackson-databind,fixed in 2.9.10.5,
ATO-FrontEnd-POAM,CVE-2020-14060,com.fasterxml.jackson.core_jackson-databind,fixed in 2.9.10.5,
ATO-FrontEnd-POAM,CVE-2019-20330,com.fasterxml.jackson.core_jackson-databind,fixed in 2.9.10.2,
ATO-FrontEnd-POAM,CVE-2019-17531,com.fasterxml.jackson.core_jackson-databind,fixed in 2.9.10.1 2.8.11.5 2.6.7.3,
ATO-FrontEnd-POAM,CVE-2019-17267,com.fasterxml.jackson.core_jackson-databind,fixed in 2.9.10,
ATO-FrontEnd-POAM,CVE-2019-16943,com.fasterxml.jackson.core_jackson-databind,fixed in 2.9.10.1 2.8.11.5 2.6.7.3,
ATO-FrontEnd-POAM,CVE-2019-16942,com.fasterxml.jackson.core_jackson-databind,fixed in 2.9.10.1 2.8.11.5 2.6.7.3,
ATO-FrontEnd-POAM,CVE-2019-16335,com.fasterxml.jackson.core_jackson-databind,fixed in 2.9.10,
ATO-FrontEnd-POAM,CVE-2018-14718,com.fasterxml.jackson.core_jackson-databind,fixed in 2.9.7,
ATO-FrontEnd-POAM,CVE-2018-14719,com.fasterxml.jackson.core_jackson-databind,fixed in 2.9.7,
ATO-FrontEnd-POAM,CVE-2018-14720,com.fasterxml.jackson.core_jackson-databind,fixed in 2.9.7,
ATO-FrontEnd-POAM,CVE-2020-24616,com.fasterxml.jackson.core_jackson-databind,fixed in 2.9.10.6,
ATO-FrontEnd-POAM,CVE-2020-24750,com.fasterxml.jackson.core_jackson-databind,fixed in 2.9.10.6,
ATO-FrontEnd-POAM,CVE-2020-25649,com.fasterxml.jackson.core_jackson-databind,fixed in 2.10.5.1 2.9.10.7 2.6.7.4,
ATO-FrontEnd-POAM,CVE-2018-14721,com.fasterxml.jackson.core_jackson-databind,fixed in 2.9.7,
ATO-FrontEnd-POAM,CVE-2018-19362,com.fasterxml.jackson.core_jackson-databind,fixed in 2.9.8,
ATO-FrontEnd-POAM,CVE-2018-19361,com.fasterxml.jackson.core_jackson-databind,fixed in 2.9.8,
ATO-FrontEnd-POAM,CVE-2018-19360,com.fasterxml.jackson.core_jackson-databind,fixed in 2.9.8,
ATO-FrontEnd-POAM,CVE-2020-11620,com.fasterxml.jackson.core_jackson-databind,fixed in 2.9.10.4,
ATO-FrontEnd-POAM,CVE-2020-11619,com.fasterxml.jackson.core_jackson-databind,fixed in 2.9.10.4,
ATO-FrontEnd-POAM,CVE-2018-7489,com.fasterxml.jackson.core_jackson-databind,fixed in 2.9.5 2.8.11.1 2.7.9.3,
ATO-FrontEnd-POAM,CVE-2019-14893,com.fasterxml.jackson.core_jackson-databind,fixed in 2.10.0 2.9.10,
ATO-FrontEnd-POAM,CVE-2019-14892,com.fasterxml.jackson.core_jackson-databind,fixed in 2.9.10 2.8.11.5 2.6.7.3,
ATO-FrontEnd-POAM,CVE-2020-11113,com.fasterxml.jackson.core_jackson-databind,fixed in 2.9.10.4,
ATO-FrontEnd-POAM,CVE-2020-11112,com.fasterxml.jackson.core_jackson-databind,fixed in 2.9.10.4,
ATO-FrontEnd-POAM,CVE-2020-11111,com.fasterxml.jackson.core_jackson-databind,fixed in 2.9.10.4,
ATO-FrontEnd-POAM,CVE-2020-10969,com.fasterxml.jackson.core_jackson-databind,fixed in 2.9.10.4,
ATO-FrontEnd-POAM,CVE-2020-10968,com.fasterxml.jackson.core_jackson-databind,fixed in 2.9.10.4,
ATO-FrontEnd-POAM,CVE-2019-14540,com.fasterxml.jackson.core_jackson-databind,fixed in 2.9.10,
ATO-FrontEnd-POAM,CVE-2019-14439,com.fasterxml.jackson.core_jackson-databind,fixed in 2.9.9.2,
ATO-FrontEnd-POAM,CVE-2019-14379,com.fasterxml.jackson.core_jackson-databind,fixed in 2.9.9.2,
ATO-FrontEnd-POAM,CVE-2020-36518,com.fasterxml.jackson.core_jackson-databind,fixed in 2.12.6.1 2.13.2.1,
ATO-FrontEnd-POAM,CVE-2020-10650,com.fasterxml.jackson.core_jackson-databind,fixed in 2.9.10.4,
ATO-FrontEnd-POAM,CVE-2022-42003,com.fasterxml.jackson.core_jackson-databind,fixed in 2.14.0,
ATO-FrontEnd-POAM,CVE-2022-42004,com.fasterxml.jackson.core_jackson-databind,fixed in 2.13.4,
ATO-FrontEnd-POAM,CVE-2021-37714,org.jsoup_jsoup,fixed in 1.14.2,
ATO-FrontEnd-POAM,CVE-2022-36033,org.jsoup_jsoup,fixed in 1.15.3,
ATO-FrontEnd-POAM,CVE-2020-7021,org.elasticsearch_elasticsearch,fixed in 7.10.0 6.8.14,
ATO-FrontEnd-POAM,CVE-2020-7020,org.elasticsearch_elasticsearch,fixed in 7.9.2 6.8.13,
ATO-FrontEnd-POAM,CVE-2020-7019,org.elasticsearch_elasticsearch,fixed in 7.9.0 6.8.12,
ATO-FrontEnd-POAM,CVE-2019-7611,org.elasticsearch_elasticsearch,fixed in 6.6.1 5.6.15,
ATO-FrontEnd-POAM,CVE-2019-7614,org.elasticsearch_elasticsearch,fixed in 7.2.1 6.8.2,
ATO-FrontEnd-POAM,CVE-2021-22135,org.elasticsearch_elasticsearch,fixed in 7.11.2 6.8.15,
ATO-FrontEnd-POAM,CVE-2021-22137,org.elasticsearch_elasticsearch,fixed in 7.11.2 6.8.15,
ATO-FrontEnd-POAM,CVE-2021-22144,org.elasticsearch_elasticsearch,fixed in 7.13.3 6.8.17,
ATO-FrontEnd-POAM,CVE-2020-13933,org.apache.shiro_shiro-core,fixed in 1.6.0,
ATO-FrontEnd-POAM,CVE-2020-17510,org.apache.shiro_shiro-core,fixed in 1.7.0,
ATO-FrontEnd-POAM,CVE-2020-17523,org.apache.shiro_shiro-core,fixed in 1.7.1,
ATO-FrontEnd-POAM,CVE-2021-41303,org.apache.shiro_shiro-core,fixed in 1.8.0,
ATO-FrontEnd-POAM,CVE-2022-32532,org.apache.shiro_shiro-core,fixed in 1.9.1,
ATO-FrontEnd-POAM,CVE-2022-40664,org.apache.shiro_shiro-core,fixed in 1.10.0,
ATO-FrontEnd-POAM,CVE-2020-17523,org.apache.shiro_shiro-web,fixed in 1.7.1,
ATO-FrontEnd-POAM,CVE-2022-2047,org.eclipse.jetty_jetty-http,fixed in 11.0.10 10.0.10 9.4.47,
ATO-FrontEnd-POAM,PRISMA-2021-0182,org.eclipse.jetty_jetty-server,fixed in 9.4.44,
ATO-FrontEnd-POAM,CVE-2020-27218,org.eclipse.jetty_jetty-server,fixed in 9.4.35.v20201120,
ATO-FrontEnd-POAM,CVE-2020-27223,org.eclipse.jetty_jetty-server,fixed in 11.0.1 10.0.1 9.4.37,
ATO-FrontEnd-POAM,CVE-2021-34428,org.eclipse.jetty_jetty-server,fixed in 11.0.3 10.0.3 9.4.41,
ATO-FrontEnd-POAM,CVE-2021-29425,commons-io_commons-io,fixed in 2.7,
ATO-FrontEnd-POAM,CVE-2019-13990,org.quartz-scheduler_quartz,fixed in 2.3.2,
ATO-FrontEnd-POAM,CVE-2020-27216,org.eclipse.jetty_jetty-webapp,fixed in 11.0.0.beta3 10.0.0.beta3 9.4.33,
ATO-FrontEnd-POAM,CVE-2021-40143,org.sonatype.nexus_nexus-repository,fixed in 3.34.0-01,
ATO-FrontEnd-POAM,CVE-2016-10750,com.hazelcast_hazelcast,fixed in 3.11,
ATO-FrontEnd-POAM,PRISMA-2021-0178,com.hazelcast_hazelcast,fixed in 3.12.2-visa,
ATO-FrontEnd-POAM,CVE-2022-25647,com.google.code.gson_gson,fixed in 2.8.9,
ATO-FrontEnd-POAM,CVE-2022-31159,com.amazonaws_aws-java-sdk-s3,fixed in 1.12.261,
ATO-FrontEnd-POAM,CVE-2020-13956,org.apache.httpcomponents_httpclient,fixed in 5.0.3 4.5.13,
ATO-FrontEnd-POAM,CVE-2019-10173,com.thoughtworks.xstream_xstream,fixed in 1.4.11,
ATO-FrontEnd-POAM,CVE-2021-21341,com.thoughtworks.xstream_xstream,fixed in 1.4.16,
ATO-FrontEnd-POAM,CVE-2021-21342,com.thoughtworks.xstream_xstream,fixed in 1.4.16,
ATO-FrontEnd-POAM,CVE-2021-21343,com.thoughtworks.xstream_xstream,fixed in 1.4.16,
ATO-FrontEnd-POAM,CVE-2021-21344,com.thoughtworks.xstream_xstream,fixed in 1.4.16,
